,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework,department
1081,23,No,non-travel,290.04,26,2,other,1082,2,F,36.26,2,1,research scientist,3,married,2342.59,6090.75,1,,14,not rated,2,Full Time,0,4.0,2,2.0,4,1,3,2001,28111.08,Yes,research & development
1082,33,No,non-travel,341.71,5,4,other,1083,2,F,42.71,4,1,research scientist,4,married,2760.0,7176.0,3,No,17,3.0,4,Full Time,2,6.0,3,3.0,3,0,2,1991,33120.0,Yes,research & development
1083,32,No,travel_frequently,556.26,2,4,other,1084,4,M,69.53,3,2,sales executive,1,single,4492.84,11681.39,7,,13,3.0,4,Full Time,0,,3,3.0,5,0,3,1992,53914.08,No,sales
1084,37,No,travel_rarely,556.26,12,4,life sciences,1085,3,F,69.53,3,2,manufacturing director,3,married,4492.84,11681.39,9,Yes,12,3.0,2,Part Time,2,7.0,2,3.0,3,1,1,1987,53914.11,Yes,research & development
1085,22,No,non-travel,321.6,19,1,medical,1086,3,M,40.2,3,1,research scientist,4,single,2597.5,6753.5,1,No,18,3.0,3,Full Time,0,,2,,2,2,2,2002,31170.0,No,research & development
1086,48,No,non-travel,1973.98,26,4,other,1087,4,F,246.75,3,5,manager,3,married,15943.72,41453.67,3,No,11,3.0,3,Full Time,1,27.0,2,3.0,5,1,0,1976,191324.62,No,general
1087,40,No,non-travel,556.26,4,3,medical,1088,1,F,69.53,3,2,manufacturing director,3,unknown,4492.84,11681.39,0,No,13,3.0,4,Part Time,0,,2,1.0,9,3,8,1984,53914.11,Yes,research & development
1088,41,No,non-travel,1032.49,16,3,other,1089,3,F,129.06,3,3,manufacturing director,4,unknown,8339.32,21682.23,6,,15,not rated,4,Part Time,0,18.0,2,2.0,4,3,3,1983,100071.84,Yes,research & development
1089,49,No,travel_frequently,1568.46,4,5,other,1090,3,M,196.06,2,4,manager,4,unknown,12668.33,32937.67,2,No,25,4.0,2,Full Time,1,,3,3.0,2,2,2,1975,152020.0,Yes,general
1090,36,Yes,non-travel,556.26,10,2,medical,1091,1,M,69.53,1,2,sales executive,4,unknown,4492.84,11681.39,6,Yes,14,3.0,4,Part Time,2,,2,2.0,2,2,2,1988,53914.11,No,sales
1091,28,No,travel_rarely,290.04,8,3,medical,1092,2,F,36.26,4,1,research scientist,3,unknown,2342.59,6090.75,7,,17,3.0,1,Part Time,0,5.0,0,3.0,3,0,2,1996,28111.13,No,research & development
1092,28,No,non-travel,266.19,2,3,medical,1093,4,M,33.27,3,1,research scientist,4,single,2150.0,5590.0,2,No,13,3.0,3,Part Time,0,,0,2.0,4,1,2,1996,25800.0,Yes,research & development
1093,41,Yes,travel_rarely,223.48,7,3,other,1094,1,M,27.94,3,1,laboratory technician,1,unknown,1805.0,4693.0,3,Yes,14,3.0,2,Part Time,0,10.0,3,1.0,4,0,3,1983,21660.0,Yes,research & development
1094,30,No,non-travel,556.26,10,3,other,1095,3,M,69.53,2,2,sales executive,3,single,4492.84,11681.39,9,No,11,3.0,3,Part Time,0,,2,3.0,5,1,4,1994,53914.11,Yes,sales
1095,37,No,non-travel,1032.49,5,4,life sciences,1096,2,F,129.06,3,3,healthcare representative,1,married,8339.32,21682.23,4,No,12,not rated,3,Part Time,2,9.0,6,3.0,3,0,2,1987,100071.84,Yes,research & development
1096,50,No,travel_rarely,1582.77,22,4,other,1097,1,F,197.85,3,4,research director,2,married,12783.92,33238.2,3,,16,3.0,2,Full Time,2,27.0,2,3.0,4,1,2,1974,153407.07,Yes,research & development
1097,21,No,travel_rarely,290.04,13,3,medical,1098,3,F,36.26,3,1,sales representative,3,single,2342.59,6090.75,1,,19,3.0,1,Part Time,0,2.0,3,3.0,2,2,2,2003,28111.13,Yes,sales
1098,37,No,non-travel,451.29,1,4,other,1099,4,F,56.41,2,2,manufacturing director,3,unknown,3645.0,9477.0,0,,15,3.0,3,Part Time,0,4.0,6,3.0,3,1,2,1987,43740.0,Yes,research & development
1099,34,No,travel_rarely,567.98,2,4,other,1100,4,M,71.0,3,2,sales executive,4,unknown,4587.5,11927.5,1,,14,3.0,3,Full Time,2,6.0,5,3.0,6,0,4,1990,55050.0,Yes,sales
1100,50,No,non-travel,266.91,16,3,medical,1101,4,F,33.36,3,1,laboratory technician,1,divorced,2155.83,5605.17,4,,16,3.0,2,Full Time,1,17.0,2,2.0,2,2,2,1974,25869.96,Yes,research & development
1101,48,No,travel_rarely,1647.9,2,4,life sciences,1102,2,F,205.99,4,4,manager,2,unknown,13310.0,34606.0,6,,14,3.0,3,Full Time,3,29.0,2,3.0,3,1,2,1976,159720.0,Yes,general
1102,21,No,travel_rarely,290.04,9,1,other,1103,4,M,36.26,3,1,sales representative,1,unknown,2342.59,6090.75,1,No,11,3.0,1,Full Time,0,,3,3.0,2,0,2,2003,28111.08,Yes,sales
1103,37,No,travel_rarely,556.26,26,4,other,1104,1,M,69.53,3,2,healthcare representative,3,married,4492.84,11681.39,6,No,14,3.0,2,Part Time,2,10.0,2,2.0,3,0,2,1987,53914.11,No,research & development
1104,45,No,travel_rarely,290.04,1,3,other,1105,3,F,36.26,3,1,human resources,4,unknown,2342.59,6090.75,4,Yes,18,3.0,1,Part Time,3,8.0,2,3.0,2,2,2,1979,28111.13,No,human resources
1105,56,No,non-travel,290.04,12,3,technical degree,1106,1,M,36.26,2,1,research scientist,2,divorced,2342.59,6090.75,5,No,12,not rated,4,Part Time,1,8.0,1,3.0,4,1,2,1968,28111.13,Yes,research & development
1106,24,Yes,non-travel,290.04,7,3,life sciences,1107,3,M,36.26,3,1,sales representative,4,divorced,2342.59,6090.75,1,Yes,21,4.0,2,Part Time,1,3.0,2,3.0,3,0,2,2000,28111.13,No,sales
1107,27,No,non-travel,237.82,17,4,other,1108,4,M,29.73,1,1,laboratory technician,3,unknown,1920.83,4994.17,1,No,15,3.0,3,Part Time,3,,3,4.0,3,0,2,1997,23050.0,Yes,research & development
1108,33,No,travel_frequently,354.2,10,3,other,1109,1,M,44.28,3,1,research scientist,3,married,2860.83,7438.17,6,,13,3.0,1,Full Time,1,,3,2.0,5,1,3,1991,34329.96,Yes,research & development
1109,32,No,non-travel,358.74,2,4,life sciences,1110,2,M,44.84,3,1,laboratory technician,3,married,2897.5,7533.5,1,,14,3.0,4,Full Time,1,6.0,2,4.0,5,0,3,1992,34770.0,No,research & development
1110,42,No,non-travel,556.26,4,3,human resources,1111,3,M,69.53,1,2,human resources,2,married,4492.84,11681.39,6,No,19,not rated,2,Full Time,1,,4,3.0,3,1,2,1982,53914.08,No,human resources
1111,25,No,travel_rarely,403.1,29,1,medical,1112,2,M,50.39,3,1,laboratory technician,1,unknown,3255.83,8465.17,1,No,13,3.0,2,Full Time,3,6.0,2,4.0,6,1,2,1999,39070.0,Yes,research & development
1112,37,Yes,non-travel,556.26,13,5,marketing,1113,2,M,69.53,2,2,sales executive,1,unknown,4492.84,11681.39,5,Yes,13,3.0,2,Part Time,3,16.0,3,3.0,2,2,2,1987,53914.11,Yes,sales
1113,24,No,non-travel,290.04,4,1,other,1114,3,F,36.26,3,1,laboratory technician,2,single,2342.59,6090.75,1,No,13,3.0,3,Part Time,0,3.0,3,1.0,3,1,2,2000,28111.13,No,research & development
1114,25,No,non-travel,290.04,35,3,medical,1115,3,M,36.26,3,1,human resources,4,unknown,2342.59,6090.75,0,No,14,3.0,4,Part Time,1,3.0,2,3.0,2,2,1,1999,28111.13,No,human resources
1115,31,Yes,travel_frequently,290.04,42,3,other,1116,3,F,36.26,2,1,human resources,4,divorced,2342.59,6090.75,6,No,11,3.0,3,Full Time,1,,0,2.0,4,1,2,1993,28111.08,No,human resources
1116,32,No,non-travel,556.26,5,3,other,1117,1,M,69.53,3,2,sales executive,3,unknown,4492.84,11681.39,1,No,19,3.0,3,Full Time,1,6.0,3,3.0,5,0,2,1992,53914.08,Yes,sales
1117,28,No,non-travel,355.44,48,3,other,1118,4,F,44.43,3,1,research scientist,4,unknown,2870.83,7464.17,1,,11,3.0,3,Full Time,0,6.0,5,2.0,6,1,4,1996,34450.0,No,research & development
1118,30,Yes,travel_rarely,284.76,9,3,other,1119,2,F,35.6,1,1,sales representative,2,single,2300.0,5980.0,1,,13,3.0,3,Part Time,0,2.0,3,3.0,2,2,2,1994,27600.0,Yes,sales
1119,30,No,non-travel,649.38,1,3,other,1120,4,M,81.17,4,2,healthcare representative,3,unknown,5245.0,13637.0,8,Yes,12,3.0,4,Full Time,0,10.0,5,4.0,3,0,2,1994,62940.0,No,research & development
1120,54,No,non-travel,1582.77,31,4,other,1121,1,F,197.85,2,4,manufacturing director,3,married,12783.92,33238.2,4,Yes,20,4.0,4,Full Time,3,27.0,2,2.0,3,0,2,1970,153407.07,Yes,research & development
1121,35,No,travel_rarely,556.26,3,2,other,1122,4,F,69.53,1,2,sales executive,4,unknown,4492.84,11681.39,5,No,12,not rated,1,Full Time,0,,3,3.0,2,2,2,1989,53914.08,Yes,sales
1122,52,No,travel_rarely,1353.24,3,3,other,1123,1,F,169.16,3,3,manager,3,married,10930.0,28418.0,2,No,11,3.0,4,Full Time,0,,2,3.0,2,2,2,1972,131160.0,Yes,general
1123,38,No,travel_rarely,556.26,9,2,marketing,1124,2,M,69.53,2,2,sales executive,2,unknown,4492.84,11681.39,1,No,14,3.0,1,Part Time,2,,2,3.0,5,0,3,1986,53914.11,No,sales
1124,47,No,non-travel,556.26,26,2,life sciences,1125,2,M,69.53,2,2,sales executive,2,unknown,4492.84,11681.39,8,,15,3.0,3,Part Time,0,6.0,3,3.0,2,2,2,1977,53914.11,No,sales
1125,44,No,non-travel,290.04,9,3,other,1126,1,M,36.26,3,1,research scientist,3,unknown,2342.59,6090.75,4,No,13,3.0,3,Full Time,0,,2,2.0,3,1,2,1980,28111.08,Yes,research & development
1126,42,No,travel_rarely,556.26,35,3,other,1127,3,M,69.53,4,2,healthcare representative,2,single,4492.84,11681.39,3,,12,3.0,1,Part Time,0,,3,1.0,3,1,2,1982,53914.11,No,research & development
1127,32,No,non-travel,1032.49,7,4,other,1128,1,F,129.06,3,3,sales executive,1,unknown,8339.32,21682.23,2,No,14,3.0,4,Part Time,2,9.0,3,3.0,3,2,2,1992,100071.84,No,sales
1128,29,No,travel_rarely,370.5,1,3,medical,1129,3,F,46.31,3,1,research scientist,1,unknown,2992.5,7780.5,1,No,25,4.0,3,Full Time,1,,3,3.0,3,1,2,1995,35910.0,No,research & development
1129,39,No,non-travel,557.66,2,4,other,1130,2,F,69.71,1,2,sales representative,4,unknown,4504.17,11710.83,2,Yes,20,4.0,1,Full Time,2,20.0,4,2.0,4,0,3,1985,54050.0,Yes,sales
1130,59,No,travel_frequently,1582.77,15,4,life sciences,1131,1,M,197.85,3,4,research director,3,married,12783.92,33238.2,2,,14,3.0,2,Full Time,0,23.0,3,3.0,2,2,2,1965,153407.07,Yes,research & development
1131,30,Yes,travel_rarely,290.04,13,3,other,1132,1,M,36.26,2,1,human resources,1,divorced,2342.59,6090.75,4,,15,3.0,4,Part Time,3,,3,3.0,2,2,0,1994,28111.13,No,human resources
1132,48,No,travel_rarely,217.18,9,4,life sciences,1133,2,F,27.15,3,1,laboratory technician,3,single,1754.17,4560.83,4,,12,3.0,3,Part Time,0,,2,3.0,2,2,0,1976,21050.0,No,research & development
1133,29,No,non-travel,290.04,1,2,life sciences,1134,3,M,36.26,3,1,human resources,4,unknown,2342.59,6090.75,1,,15,3.0,2,Part Time,1,3.0,2,3.0,3,2,2,1995,28111.13,Yes,human resources
1134,33,Yes,travel_rarely,556.26,2,4,marketing,1135,3,M,69.53,2,2,sales executive,2,unknown,4492.84,11681.39,7,Yes,12,3.0,3,Part Time,0,7.0,3,2.0,2,2,2,1991,53914.11,Yes,sales
1135,40,No,travel_rarely,402.59,19,4,other,1136,4,M,50.32,3,2,research scientist,4,unknown,3251.67,8454.33,8,,14,3.0,2,Full Time,3,7.0,2,3.0,2,2,2,1984,39020.0,Yes,research & development
1136,56,No,travel_rarely,274.65,2,4,other,1137,2,M,34.33,2,1,research scientist,4,unknown,2218.33,5767.67,8,,20,4.0,2,Full Time,1,,2,4.0,5,0,4,1968,26619.96,No,research & development
1137,30,No,non-travel,212.75,7,3,life sciences,1138,4,M,26.59,3,1,laboratory technician,1,single,1718.33,4467.67,3,,14,3.0,2,Part Time,0,,2,3.0,3,1,2,1994,20620.0,Yes,research & development
1138,36,No,non-travel,556.26,16,2,other,1139,1,F,69.53,2,2,manufacturing director,2,unknown,4492.84,11681.39,0,,11,3.0,4,Part Time,0,4.0,2,3.0,3,0,2,1988,53914.11,No,research & development
1139,35,Yes,non-travel,290.04,16,4,technical degree,1140,4,M,36.26,1,1,research scientist,1,unknown,2342.59,6090.75,1,,23,4.0,2,Part Time,1,,2,3.0,5,3,0,1989,28111.13,Yes,research & development
1140,57,Yes,travel_rarely,266.91,24,2,other,1141,1,M,33.36,3,1,laboratory technician,4,single,2155.83,5605.17,1,No,16,3.0,4,Part Time,0,5.0,3,3.0,4,1,0,1967,25870.0,Yes,research & development
1141,37,No,non-travel,568.18,17,2,marketing,1142,3,M,71.02,2,2,sales executive,2,unknown,4589.17,11931.83,2,,16,3.0,3,Full Time,2,,1,1.0,4,1,3,1987,55070.0,Yes,sales
1142,32,No,non-travel,556.26,10,2,other,1143,3,F,69.53,3,2,sales executive,4,divorced,4492.84,11681.39,2,Yes,11,3.0,4,Part Time,1,,2,3.0,5,1,4,1992,53914.11,No,sales
1143,35,No,non-travel,836.02,3,1,other,1144,4,F,104.5,2,2,sales executive,4,married,6752.5,17556.5,3,Yes,12,3.0,3,Full Time,0,9.0,3,2.0,4,0,1,1989,81030.0,Yes,sales
1144,32,No,travel_rarely,410.43,4,3,other,1145,1,F,51.3,4,1,laboratory technician,3,divorced,3315.0,8619.0,8,No,12,3.0,2,Full Time,1,4.0,0,2.0,2,2,2,1992,39780.0,No,research & development
1145,46,No,travel_frequently,557.04,1,4,medical,1146,2,M,69.63,3,2,healthcare representative,3,single,4499.17,11697.83,4,No,12,3.0,3,Full Time,0,12.0,3,3.0,4,0,3,1978,53990.0,Yes,research & development
1146,40,No,non-travel,556.26,21,4,other,1147,1,F,69.53,1,2,sales executive,3,unknown,4492.84,11681.39,6,,19,not rated,3,Part Time,1,10.0,1,3.0,3,1,2,1984,53914.11,No,sales
1147,39,No,travel_rarely,290.04,9,2,other,1148,2,M,36.26,3,1,research scientist,4,divorced,2342.59,6090.75,2,No,19,3.0,4,Part Time,2,,0,4.0,5,0,3,1985,28111.13,No,research & development
1148,32,No,non-travel,290.04,3,2,other,1149,3,M,36.26,3,1,research scientist,1,divorced,2342.59,6090.75,1,,13,not rated,4,Full Time,1,4.0,3,,4,2,3,1992,28111.13,Yes,research & development
1149,54,Yes,non-travel,1077.97,24,4,life sciences,1150,1,M,134.75,3,3,sales executive,1,unknown,8706.67,22637.33,6,Yes,13,3.0,2,Full Time,0,15.0,2,2.0,2,2,2,1970,104480.04,Yes,sales
1150,39,No,travel_frequently,290.04,1,4,other,1151,4,M,36.26,3,1,human resources,2,unknown,2342.59,6090.75,0,Yes,11,3.0,2,Part Time,1,,2,3.0,6,1,2,1985,28111.13,No,human resources
1151,55,No,non-travel,458.1,10,3,other,1152,3,F,57.26,3,2,manufacturing director,1,single,3700.0,9620.0,6,Yes,19,not rated,4,Part Time,0,9.0,3,3.0,5,1,4,1969,44400.0,No,research & development
1152,24,No,non-travel,290.04,12,2,other,1153,4,M,36.26,3,1,laboratory technician,4,single,2342.59,6090.75,1,No,13,3.0,3,Part Time,0,,6,4.0,5,1,4,2000,28111.13,Yes,research & development
1153,26,No,non-travel,290.04,2,1,other,1154,4,M,36.26,3,1,laboratory technician,3,unknown,2342.59,6090.75,6,,19,3.0,3,Part Time,1,,2,2.0,2,0,2,1998,28111.13,Yes,research & development
1154,32,No,non-travel,290.04,2,2,life sciences,1155,1,M,36.26,3,1,sales representative,3,unknown,2342.59,6090.75,0,No,19,3.0,3,Full Time,1,,1,3.0,2,1,2,1992,28111.13,Yes,sales
1155,36,No,travel_rarely,274.44,11,4,medical,1156,4,M,34.3,3,1,laboratory technician,3,married,2216.67,5763.33,7,Yes,11,3.0,3,Part Time,1,,3,3.0,2,2,2,1988,26600.0,Yes,research & development
1156,23,No,non-travel,348.21,1,2,other,1157,4,M,43.53,3,1,research scientist,3,unknown,2812.5,7312.5,0,No,12,not rated,4,Full Time,0,,2,4.0,3,1,2,2001,33750.0,Yes,research & development
1157,33,No,travel_rarely,290.04,29,4,other,1158,3,F,36.26,2,1,laboratory technician,2,single,2342.59,6090.75,1,,13,3.0,3,Part Time,0,6.0,3,3.0,6,4,1,1991,28111.13,No,research & development
1158,33,No,non-travel,234.1,36,4,other,1159,2,M,29.26,2,1,sales representative,2,unknown,1890.83,4916.17,0,,14,3.0,2,Part Time,1,,2,3.0,2,2,2,1991,22690.0,Yes,sales
1159,22,No,travel_rarely,290.04,5,1,medical,1160,3,M,36.26,3,1,sales representative,1,single,2342.59,6090.75,1,,11,3.0,4,Part Time,0,,6,3.0,2,1,2,2002,28111.13,Yes,sales
1160,37,No,non-travel,556.26,13,2,life sciences,1161,1,F,69.53,3,2,manufacturing director,2,unknown,4492.84,11681.39,7,No,13,3.0,2,Part Time,3,18.0,3,3.0,4,0,2,1987,53914.11,Yes,research & development
1161,30,Yes,travel_rarely,493.9,38,4,other,1162,3,M,61.74,3,1,research scientist,4,unknown,3989.17,10371.83,9,,14,3.0,2,Full Time,3,4.0,3,4.0,2,2,2,1994,47870.0,Yes,research & development
1162,33,No,travel_rarely,290.04,2,3,technical degree,1163,4,M,36.26,3,1,research scientist,1,unknown,2342.59,6090.75,1,No,14,3.0,4,Part Time,0,,4,3.0,4,1,2,1991,28111.13,Yes,research & development
1163,41,No,travel_rarely,289.82,2,4,other,1164,3,M,36.23,2,1,research scientist,3,unknown,2340.83,6086.17,2,No,14,3.0,4,Part Time,0,8.0,2,3.0,2,2,2,1983,28090.0,Yes,research & development
1164,36,No,travel_frequently,556.26,18,4,life sciences,1165,3,M,69.53,3,2,healthcare representative,3,unknown,4492.84,11681.39,1,,14,3.0,4,Part Time,2,,2,4.0,10,0,2,1988,53914.11,No,research & development
1165,51,Yes,travel_rarely,1119.86,40,3,marketing,1166,4,M,139.98,2,3,sales executive,1,unknown,9045.0,23517.0,4,,13,3.0,2,Full Time,1,20.0,3,3.0,3,2,0,1973,108540.0,Yes,sales
1166,27,No,non-travel,290.04,5,3,other,1167,4,F,36.26,2,1,sales representative,3,single,2342.59,6090.75,0,No,18,3.0,4,Part Time,0,,2,3.0,4,0,0,1997,28111.13,Yes,sales
1167,37,No,travel_frequently,265.26,23,2,medical,1168,3,M,33.16,4,2,laboratory technician,4,unknown,2142.5,5570.5,4,No,17,3.0,3,Part Time,1,17.0,3,3.0,5,0,3,1987,25710.0,No,research & development
1168,28,No,travel_rarely,633.7,4,3,life sciences,1169,2,M,79.21,4,2,manufacturing director,2,unknown,5118.33,13307.67,1,Yes,20,4.0,2,Full Time,1,6.0,0,3.0,6,0,3,1996,61420.0,No,research & development
1169,34,No,non-travel,257.52,2,3,medical,1170,3,M,32.19,3,1,laboratory technician,4,unknown,2080.0,5408.0,4,No,11,3.0,4,Part Time,0,7.0,3,3.0,1,0,0,1990,24960.0,No,research & development
1170,37,No,non-travel,352.75,5,4,life sciences,1171,2,F,44.09,2,1,research scientist,1,married,2849.17,7407.83,9,Yes,14,3.0,4,Full Time,1,,3,4.0,1,0,0,1987,34190.0,Yes,research & development
1171,32,No,non-travel,258.04,1,4,medical,1172,3,M,32.26,3,1,research scientist,2,single,2084.17,5418.83,1,No,17,3.0,2,Part Time,0,1.0,4,3.0,1,1,0,1992,25010.0,Yes,research & development
1172,23,No,travel_rarely,290.04,2,1,technical degree,1173,3,M,36.26,3,1,laboratory technician,4,unknown,2342.59,6090.75,0,,14,3.0,3,Part Time,1,3.0,2,3.0,2,2,1,2001,28111.13,Yes,research & development
1173,28,No,non-travel,264.75,3,3,other,1174,3,M,33.09,2,1,research scientist,3,divorced,2138.33,5559.67,1,,15,3.0,4,Full Time,1,1.0,2,2.0,1,0,1,1996,25659.96,Yes,research & development
1174,34,No,travel_rarely,290.04,2,3,life sciences,1175,3,M,36.26,3,1,research scientist,4,unknown,2342.59,6090.75,0,No,14,3.0,1,Part Time,0,4.0,2,,3,0,2,1990,28111.13,Yes,research & development
1175,37,No,travel_frequently,290.04,18,1,other,1176,2,F,36.26,3,1,laboratory technician,4,single,2342.59,6090.75,1,,13,3.0,1,Part Time,0,8.0,2,3.0,8,1,7,1987,28111.13,Yes,research & development
1176,38,No,non-travel,404.44,18,2,medical,1177,1,F,50.56,2,1,research scientist,1,unknown,3266.67,8493.33,2,,14,not rated,1,Full Time,1,,2,2.0,3,0,2,1986,39200.0,Yes,research & development
1177,33,No,non-travel,290.04,7,3,other,1178,2,M,36.26,4,1,laboratory technician,2,married,2342.59,6090.75,1,,20,4.0,3,Part Time,0,5.0,3,1.0,5,0,3,1991,28111.13,Yes,research & development
1178,52,No,travel_rarely,556.26,35,3,medical,1179,3,M,69.53,1,2,manufacturing director,2,divorced,4492.84,11681.39,5,,18,3.0,4,Part Time,1,,3,3.0,4,1,2,1972,53914.11,Yes,research & development
1179,50,No,non-travel,1440.73,45,2,technical degree,1180,4,F,180.09,2,4,healthcare representative,3,unknown,11636.67,30255.33,7,Yes,12,3.0,4,Full Time,0,,2,3.0,7,0,7,1974,139640.04,Yes,research & development
1180,36,No,non-travel,674.76,9,4,other,1181,3,M,84.34,2,2,healthcare representative,2,single,5450.0,14170.0,9,,19,3.0,3,Full Time,0,,5,3.0,1,0,0,1988,65400.0,Yes,research & development
1181,23,No,non-travel,231.52,11,3,medical,1182,1,F,28.94,3,1,research scientist,2,married,1870.0,4862.0,1,No,13,3.0,4,Full Time,1,2.0,1,3.0,2,1,2,2001,22440.0,No,research & development
1182,34,No,non-travel,1669.78,1,5,other,1183,1,F,208.72,4,4,research director,3,unknown,13486.67,35065.33,4,No,19,3.0,3,Full Time,1,10.0,2,3.0,6,0,5,1990,161840.0,No,research & development
1183,32,Yes,non-travel,436.74,13,4,medical,1184,2,M,54.59,3,2,sales executive,1,divorced,3527.5,9171.5,2,No,17,3.0,3,Full Time,0,,2,1.0,3,1,2,1992,42330.0,No,sales
1184,46,Yes,non-travel,556.26,26,4,other,1185,1,F,69.53,3,2,sales executive,1,unknown,4492.84,11681.39,2,,14,3.0,4,Part Time,2,5.0,4,3.0,1,0,0,1978,53914.11,Yes,sales
1185,54,No,non-travel,1528.43,7,3,other,1186,3,M,191.05,4,4,research director,3,married,12345.0,32097.0,3,No,19,3.0,3,Full Time,0,32.0,3,3.0,5,1,3,1970,148140.0,Yes,research & development
1186,35,No,travel_rarely,556.26,8,2,other,1187,2,F,69.53,3,2,healthcare representative,3,unknown,4492.84,11681.39,3,No,11,3.0,4,Part Time,0,10.0,2,3.0,5,4,3,1989,53914.11,Yes,research & development
1187,44,No,non-travel,1770.37,14,2,life sciences,1188,2,M,221.3,3,4,research director,1,unknown,14299.17,37177.83,6,No,24,4.0,3,Full Time,1,,3,3.0,4,1,0,1980,171590.0,No,research & development
1188,29,No,travel_rarely,290.04,8,2,medical,1189,2,M,36.26,2,1,human resources,4,divorced,2342.59,6090.75,1,,13,3.0,4,Full Time,1,6.0,6,3.0,5,0,4,1995,28111.08,Yes,human resources
1189,43,No,travel_frequently,290.04,2,1,other,1190,2,M,36.26,3,1,research scientist,4,single,2342.59,6090.75,5,,14,3.0,4,Part Time,0,8.0,2,3.0,2,2,2,1981,28111.13,Yes,research & development
1190,28,No,travel_rarely,239.16,4,3,other,1191,2,F,29.9,3,1,research scientist,3,unknown,1931.67,5022.33,1,,19,3.0,3,Full Time,0,1.0,2,3.0,1,0,0,1996,23180.04,Yes,research & development
1191,41,No,non-travel,373.18,9,4,other,1192,4,M,46.65,3,1,research scientist,2,unknown,3014.17,7836.83,8,Yes,14,not rated,4,Full Time,1,3.0,2,,1,0,0,1983,36170.0,Yes,research & development
1192,38,Yes,non-travel,1032.49,1,4,life sciences,1193,1,M,129.06,2,3,sales executive,3,married,8339.32,21682.23,5,,11,3.0,3,Part Time,0,,2,1.0,14,11,7,1986,100071.84,Yes,sales
1193,30,No,travel_frequently,290.04,18,3,technical degree,1194,3,F,36.26,3,1,sales representative,4,unknown,2342.59,6090.75,1,No,15,3.0,2,Part Time,1,3.0,5,3.0,3,0,2,1994,28111.13,No,sales
1194,39,No,non-travel,276.92,10,1,other,1195,3,M,34.62,3,1,research scientist,3,married,2236.67,5815.33,0,,17,3.0,2,Part Time,1,3.0,0,2.0,2,0,2,1985,26840.0,No,research & development
1195,35,No,non-travel,556.26,46,4,other,1196,4,M,69.53,4,2,sales executive,4,divorced,4492.84,11681.39,0,No,11,3.0,4,Full Time,1,16.0,2,2.0,15,0,9,1989,53914.11,Yes,sales
1196,35,No,travel_rarely,290.04,10,4,life sciences,1197,3,F,36.26,3,1,sales representative,3,married,2342.59,6090.75,1,Yes,19,3.0,4,Part Time,1,1.0,2,3.0,1,0,0,1989,28111.13,No,sales
1197,51,No,travel_rarely,1984.77,12,4,medical,1198,1,M,248.1,3,5,research director,3,unknown,16030.83,41680.17,2,,11,3.0,4,Full Time,1,29.0,2,2.0,8,7,7,1973,192370.0,No,research & development
1198,27,Yes,non-travel,245.25,21,3,other,1199,1,M,30.66,3,1,laboratory technician,3,unknown,1980.83,5150.17,1,No,20,not rated,3,Part Time,1,1.0,0,2.0,1,0,0,1997,23770.0,No,research & development
