,employee_number,attrition,job_level,job_role,department,monthly_income,salary,percent_salary_hike,training_times_last_year,stock_option_level,hourly_rate,daily_rate,monthly_rate,standard_hours,overtime,business_travel,distance_from_home,remote_work,environment_satisfaction,job_involvement,job_satisfaction,performance_rating,relationship_satisfaction,work_life_balance,date_birth,age,gender,marital_status,education,education_field,num_companies_worked,total_working_years,years_at_company,years_since_last_promotion,years_with_curr_manager
1014,1015,No,1,laboratory technician,research & development,2285.83,27430.0,20,2,1,35.37625,283.01,5943.17,Part Time,No,non-travel,13,Yes,3,2,2,4.0,3,3.0,1991,34,F,married,3,other,1,2.0,2,2,2
1015,1016,No,3,sales executive,sales,8339.32,100071.84,11,6,1,129.06125,1032.49,21682.23,Part Time,,non-travel,8,No,3,2,4,3.0,2,2.0,1988,37,F,married,2,other,4,16.0,13,4,12
1016,1017,No,1,research scientist,research & development,3133.33,37600.0,15,5,3,48.4925,387.94,8146.67,Full Time,No,non-travel,1,Yes,1,3,4,3.0,1,,1994,31,F,divorced,3,life sciences,1,3.0,3,1,2
1017,1018,Yes,1,laboratory technician,research & development,2342.59,28111.08,20,2,0,36.255,290.04,6090.75,Full Time,,travel_frequently,10,Yes,1,2,3,4.0,3,1.0,2002,23,F,nan,2,other,1,2.0,2,2,2
1018,1019,No,2,sales executive,sales,3781.67,45380.0,12,3,0,58.52625,468.21,9832.33,Part Time,,travel_rarely,2,Yes,3,3,1,3.0,4,3.0,1989,36,F,nan,3,marketing,0,4.0,3,0,2
1019,1020,No,1,laboratory technician,research & development,2342.59,28111.13,11,2,0,36.255,290.04,6090.75,Part Time,Yes,non-travel,1,No,4,3,3,3.0,3,2.0,1995,30,M,single,4,medical,0,,4,0,2
1020,1021,No,1,research scientist,research & development,2342.59,28111.13,14,3,0,36.255,290.04,6090.75,Part Time,Yes,travel_rarely,6,No,3,3,3,not rated,4,3.0,1988,37,M,married,1,life sciences,0,4.0,3,2,2
1021,1022,No,1,laboratory technician,research & development,3222.5,38670.0,12,2,1,49.8725,398.98,8378.5,Full Time,,travel_frequently,2,No,4,2,4,3.0,2,3.0,1995,30,M,married,3,life sciences,1,,2,2,2
1022,1023,No,1,research scientist,research & development,1733.33,20800.0,11,2,0,26.825,214.6,4506.67,Part Time,,travel_rarely,1,No,4,3,1,3.0,2,2.0,1995,30,M,single,3,technical degree,2,5.0,3,1,2
1023,1024,No,1,research scientist,research & development,1746.67,20960.0,18,3,0,27.03125,216.25,4541.33,Part Time,,non-travel,1,No,4,3,2,3.0,4,2.0,1998,27,F,single,3,medical,1,,2,2,1
1024,1025,No,1,research scientist,research & development,2342.59,28111.13,12,3,2,36.255,290.04,6090.75,Part Time,,non-travel,23,Yes,1,3,3,3.0,4,3.0,1965,60,M,nan,4,life sciences,1,,2,2,2
1025,1026,Yes,1,research scientist,research & development,3253.33,39040.0,13,2,0,50.34875,402.79,8458.67,Full Time,,non-travel,23,No,3,3,1,3.0,1,3.0,1984,41,M,single,3,medical,0,6.0,5,0,3
1026,1027,No,2,laboratory technician,research & development,3855.83,46270.0,12,6,1,59.67375,477.39,10025.17,Full Time,No,travel_rarely,6,Yes,1,2,4,3.0,1,3.0,1993,32,F,married,3,technical degree,0,10.0,9,6,7
1027,1028,No,4,research director,research & development,12783.92,153407.07,11,2,0,197.84625,1582.77,33238.2,Full Time,,non-travel,46,Yes,4,3,1,3.0,2,,1973,52,F,unknown,3,life sciences,4,,3,1,2
1028,1029,No,2,sales executive,sales,4492.84,53914.11,13,4,0,69.5325,556.26,11681.39,Part Time,No,non-travel,10,Yes,3,1,2,3.0,1,3.0,1982,43,M,single,2,medical,1,19.0,19,11,9
1029,1030,Yes,1,sales representative,sales,1918.33,23020.0,11,2,0,29.68875,237.51,4987.67,Part Time,Yes,non-travel,1,No,4,3,2,3.0,1,4.0,1992,33,F,nan,3,other,1,,3,2,2
1030,1031,Yes,1,laboratory technician,research & development,2342.59,28111.08,12,4,0,36.255,290.04,6090.75,Full Time,No,non-travel,3,Yes,1,3,1,not rated,3,4.0,1979,46,M,nan,3,life sciences,4,10.0,3,1,2
1031,1032,No,1,research scientist,research & development,2342.59,28111.08,16,0,1,36.255,290.04,6090.75,Full Time,No,non-travel,16,Yes,3,3,3,3.0,2,3.0,1983,42,M,divorced,2,other,9,6.0,4,0,0
1032,1033,No,1,laboratory technician,research & development,2342.59,28111.13,11,6,3,36.255,290.04,6090.75,Part Time,,travel_rarely,19,No,4,3,4,3.0,3,2.0,1998,27,M,married,1,medical,3,,3,1,2
1033,1034,No,1,laboratory technician,research & development,2342.59,28111.13,22,3,1,36.255,290.04,6090.75,Part Time,No,travel_rarely,1,Yes,2,3,2,4.0,3,3.0,1983,42,M,nan,4,life sciences,3,7.0,4,0,3
1034,1035,No,4,manufacturing director,research & development,12783.92,153407.07,16,1,0,197.84625,1582.77,33238.2,Full Time,No,travel_rarely,11,Yes,4,2,2,3.0,2,2.0,1972,53,F,nan,2,technical degree,3,,5,0,3
1035,1036,No,2,sales executive,sales,4225.83,50710.0,20,3,0,65.4,523.2,10987.17,Part Time,No,travel_frequently,2,No,4,1,4,4.0,2,3.0,1996,29,M,single,1,life sciences,3,,6,0,0
1036,1037,Yes,2,sales executive,sales,4492.84,53914.11,18,0,1,69.5325,556.26,11681.39,Part Time,,non-travel,18,Yes,4,3,3,3.0,3,2.0,1988,37,F,married,4,marketing,0,5.0,4,3,2
1037,1038,No,1,research scientist,research & development,2342.59,28111.13,11,2,3,36.255,290.04,6090.75,Part Time,No,non-travel,7,Yes,4,4,3,3.0,4,3.0,1985,40,M,divorced,3,other,1,4.0,4,0,3
1038,1039,Yes,2,manufacturing director,research & development,4492.84,53914.11,15,3,2,69.5325,556.26,11681.39,Part Time,,non-travel,22,Yes,4,3,3,3.0,4,2.0,1992,33,M,married,4,other,1,10.0,10,6,7
1039,1040,No,3,sales executive,sales,8830.0,105960.0,11,5,0,136.655,1093.24,22958.0,Full Time,,non-travel,2,Yes,2,3,2,3.0,2,3.0,1972,53,M,nan,3,other,2,14.0,4,3,2
1040,1041,No,2,research scientist,research & development,4555.83,54670.0,14,4,2,70.5075,564.06,11845.17,Full Time,,non-travel,22,No,4,3,4,3.0,1,2.0,1982,43,F,nan,3,other,3,12.0,6,3,3
1041,1042,No,2,sales executive,sales,4492.84,53914.11,13,3,3,69.5325,556.26,11681.39,Part Time,Yes,non-travel,2,Yes,3,3,2,3.0,1,2.0,1991,34,M,married,1,marketing,0,4.0,3,1,2
1042,1043,No,2,sales executive,sales,4492.84,53914.08,11,3,0,69.5325,556.26,11681.39,Full Time,No,travel_rarely,18,No,1,4,3,3.0,2,2.0,1998,27,M,married,1,life sciences,2,6.0,3,1,2
1043,1044,No,2,sales executive,sales,4807.5,57690.0,11,3,0,74.40125,595.21,12499.5,Full Time,Yes,non-travel,10,Yes,4,2,4,3.0,4,3.0,1996,29,F,married,3,marketing,1,,6,4,4
1044,1045,Yes,1,research scientist,research & development,1995.0,23940.0,13,2,0,30.875,247.0,5187.0,Part Time,Yes,travel_rarely,22,Yes,4,3,3,not rated,4,3.0,1996,29,F,single,4,life sciences,1,8.0,8,7,7
1045,1046,No,1,laboratory technician,research & development,3024.17,36290.0,18,6,0,46.8025,374.42,7862.83,Full Time,No,non-travel,11,Yes,1,3,3,3.0,1,3.0,1986,39,F,single,3,medical,4,8.0,3,0,2
1046,1047,No,3,manufacturing director,research & development,7801.67,93620.0,11,2,0,120.74,965.92,20284.33,Part Time,No,travel_frequently,18,Yes,3,3,4,3.0,3,3.0,1988,37,M,nan,2,life sciences,2,10.0,2,2,2
1047,1048,No,1,laboratory technician,research & development,2690.83,32290.0,11,2,1,41.64375,333.15,6996.17,Full Time,No,non-travel,1,Yes,1,3,4,3.0,2,2.0,1998,27,M,nan,3,other,4,7.0,3,0,2
1048,1049,No,2,sales executive,sales,4492.84,53914.11,14,3,2,69.5325,556.26,11681.39,Part Time,No,non-travel,7,Yes,4,3,1,3.0,2,3.0,1993,32,F,divorced,4,marketing,7,,3,0,2
1049,1050,No,4,research director,research & development,13685.0,164220.0,11,3,0,211.79125,1694.33,35581.0,Full Time,No,non-travel,8,Yes,1,3,2,3.0,3,4.0,1992,33,F,nan,5,life sciences,3,,3,1,0
1050,1051,No,2,sales executive,sales,4705.83,56469.96,13,3,2,72.82875,582.63,12235.17,Full Time,No,non-travel,16,No,3,2,1,3.0,1,2.0,1987,38,F,nan,4,marketing,4,11.0,3,0,2
1051,1052,Yes,1,sales representative,sales,3666.67,44000.0,12,2,0,56.74625,453.97,9533.33,Full Time,No,travel_rarely,9,Yes,1,2,1,3.0,1,3.0,1998,27,M,nan,2,other,3,6.0,3,2,2
1052,1053,No,1,research scientist,research & development,1721.67,20660.0,22,3,1,26.645,213.16,4476.33,Part Time,,non-travel,1,Yes,1,3,1,4.0,4,4.0,1967,58,F,nan,2,life sciences,2,5.0,3,1,0
1053,1054,No,1,research scientist,research & development,2342.59,28111.13,12,5,0,36.255,290.04,6090.75,Part Time,,non-travel,5,Yes,2,4,3,3.0,1,,1982,43,M,nan,5,medical,2,7.0,4,0,3
1054,1055,No,1,human resources,human resources,2342.59,28111.13,18,3,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,8,Yes,4,4,2,not rated,4,3.0,1992,33,F,nan,2,other,9,8.0,3,0,2
1055,1056,Yes,1,laboratory technician,research & development,2342.59,28111.13,13,2,1,36.255,290.04,6090.75,Part Time,,travel_frequently,2,Yes,2,3,4,3.0,3,1.0,1992,33,M,nan,3,life sciences,6,7.0,2,2,2
1056,1057,No,2,sales executive,sales,4571.67,54860.04,11,3,3,70.7525,566.02,11886.33,Full Time,No,non-travel,7,No,3,3,1,3.0,1,3.0,1975,50,M,divorced,3,marketing,4,,2,2,2
1057,1058,Yes,1,human resources,human resources,2342.59,28111.08,15,0,0,36.255,290.04,6090.75,Full Time,No,non-travel,9,No,1,3,3,3.0,4,3.0,1989,36,F,married,4,other,1,2.0,2,2,2
1058,1059,No,1,laboratory technician,research & development,2635.0,31620.0,14,5,0,40.78,326.24,6851.0,Full Time,,non-travel,5,No,3,2,3,3.0,4,3.0,1979,46,M,single,3,life sciences,3,7.0,5,0,3
1059,1060,No,2,healthcare representative,research & development,5542.5,66510.0,14,0,1,85.77625,686.21,14410.5,Full Time,No,travel_rarely,5,Yes,1,3,3,not rated,2,2.0,1974,51,M,married,4,other,2,20.0,3,1,2
1060,1061,No,1,research scientist,research & development,2850.0,34200.0,13,3,0,44.1075,352.86,7410.0,Full Time,,non-travel,20,No,4,3,2,3.0,3,2.0,1979,46,M,nan,3,life sciences,1,6.0,5,1,3
1061,1062,Yes,1,sales representative,sales,2424.17,29090.0,15,3,1,37.51625,300.13,6302.83,Full Time,,non-travel,1,No,1,3,3,3.0,4,4.0,1995,30,M,married,3,other,3,5.0,3,1,2
1062,1063,No,3,manufacturing director,research & development,8339.32,100071.84,18,2,0,129.06125,1032.49,21682.23,Full Time,,travel_frequently,2,Yes,2,3,3,not rated,2,2.0,1979,46,M,single,1,other,5,16.0,2,2,2
1063,1064,No,2,healthcare representative,research & development,4492.84,53914.11,16,2,0,69.5325,556.26,11681.39,Part Time,,travel_rarely,4,Yes,4,3,3,3.0,2,3.0,1968,57,M,married,4,life sciences,0,4.0,3,1,2
1064,1065,No,2,sales executive,sales,4081.67,48980.0,14,5,0,63.16875,505.35,10612.33,Part Time,,travel_frequently,7,Yes,3,3,1,3.0,4,3.0,1995,30,M,single,3,life sciences,0,5.0,4,1,3
1065,1066,No,2,laboratory technician,research & development,4492.84,53914.11,25,3,1,69.5325,556.26,11681.39,Part Time,,travel_rarely,45,Yes,4,2,1,4.0,1,3.0,1974,51,F,unknown,2,medical,4,10.0,3,1,2
1066,1067,No,1,laboratory technician,research & development,2650.0,31800.0,13,3,3,41.0125,328.1,6890.0,Full Time,No,travel_frequently,2,No,4,3,2,3.0,3,3.0,1994,31,F,nan,1,life sciences,0,,3,0,2
1067,1068,No,3,manager,general,9370.0,112440.0,25,5,0,145.0125,1160.1,24362.0,Full Time,,non-travel,10,Yes,3,3,4,not rated,2,4.0,1991,34,M,nan,3,other,2,10.0,5,0,0
1068,1069,Yes,1,research scientist,research & development,2342.59,28111.13,12,2,0,36.255,290.04,6090.75,Part Time,No,travel_frequently,3,Yes,4,3,3,3.0,1,,1992,33,F,nan,3,life sciences,1,7.0,7,7,7
1069,1070,No,2,healthcare representative,research & development,3390.83,40689.96,18,2,0,52.4775,419.82,8816.17,Full Time,,non-travel,43,No,4,3,4,3.0,3,3.0,1983,42,M,divorced,2,life sciences,3,8.0,2,2,2
1070,1071,No,1,sales representative,sales,2342.59,28111.13,21,3,0,36.255,290.04,6090.75,Part Time,Yes,travel_rarely,2,No,3,3,4,4.0,4,2.0,1987,38,M,nan,4,life sciences,3,7.0,3,1,2
1071,1072,No,2,sales executive,sales,5326.67,63920.0,13,6,1,82.43625,659.49,13849.33,Full Time,No,non-travel,8,No,1,3,1,3.0,4,1.0,1990,35,M,nan,4,life sciences,2,,2,2,2
1072,1073,No,3,sales executive,sales,8339.32,100071.84,12,3,1,129.06125,1032.49,21682.23,Full Time,,non-travel,14,Yes,1,3,2,3.0,2,3.0,1993,32,M,unknown,4,other,3,9.0,4,1,3
1073,1074,Yes,2,manufacturing director,research & development,4045.83,48549.96,11,2,2,62.61375,500.91,10519.17,Full Time,,travel_rarely,2,No,3,3,2,3.0,1,3.0,1985,40,M,married,3,medical,4,,5,1,4
1074,1075,No,1,research scientist,research & development,2342.59,28111.13,12,3,1,36.255,290.04,6090.75,Part Time,,travel_rarely,15,Yes,3,3,1,3.0,4,2.0,1975,50,F,married,4,other,8,,8,7,6
1075,1076,No,2,research scientist,research & development,4492.84,53914.11,17,3,1,69.5325,556.26,11681.39,Part Time,No,non-travel,1,Yes,2,3,4,3.0,2,2.0,1989,36,M,nan,4,other,9,,2,2,1
1076,1077,No,2,sales executive,sales,4492.84,53914.11,12,5,0,69.5325,556.26,11681.39,Part Time,No,travel_rarely,16,No,2,3,2,3.0,2,4.0,1985,40,F,single,3,life sciences,2,8.0,3,1,2
1077,1078,No,2,healthcare representative,research & development,4492.84,53914.11,16,4,0,69.5325,556.26,11681.39,Part Time,Yes,travel_rarely,10,Yes,1,3,3,3.0,3,3.0,1988,37,F,single,4,other,3,,5,0,4
1078,1079,No,1,research scientist,research & development,2342.59,28111.08,16,2,1,36.255,290.04,6090.75,Full Time,No,non-travel,10,Yes,4,4,3,3.0,4,3.0,2000,25,M,married,3,other,2,4.0,2,2,2
1079,1080,No,2,laboratory technician,research & development,4492.84,53914.11,13,3,1,69.5325,556.26,11681.39,Part Time,Yes,non-travel,6,No,1,4,1,3.0,4,3.0,1987,38,M,nan,4,other,3,9.0,3,0,2
1080,1081,No,2,healthcare representative,research & development,4492.84,53914.11,14,3,1,69.5325,556.26,11681.39,Part Time,No,travel_frequently,36,No,3,2,3,3.0,2,2.0,1989,36,M,nan,4,other,1,8.0,8,7,7
1081,1082,No,1,research scientist,research & development,2342.59,28111.08,14,2,0,36.255,290.04,6090.75,Full Time,,non-travel,26,Yes,2,2,3,not rated,2,2.0,2001,24,F,married,2,other,1,4.0,4,1,3
1082,1083,No,1,research scientist,research & development,2760.0,33120.0,17,3,2,42.71375,341.71,7176.0,Full Time,No,non-travel,5,Yes,2,4,4,3.0,4,3.0,1991,34,F,married,4,other,3,6.0,3,0,2
1083,1084,No,2,sales executive,sales,4492.84,53914.08,13,3,0,69.5325,556.26,11681.39,Full Time,,travel_frequently,2,No,4,3,1,3.0,4,3.0,1992,33,M,single,4,other,7,,5,0,3
1084,1085,No,2,manufacturing director,research & development,4492.84,53914.11,12,2,2,69.5325,556.26,11681.39,Part Time,Yes,travel_rarely,12,Yes,3,3,3,3.0,2,3.0,1987,38,F,married,4,life sciences,9,7.0,3,1,1
1085,1086,No,1,research scientist,research & development,2597.5,31170.0,18,2,0,40.2,321.6,6753.5,Full Time,No,non-travel,19,No,3,3,4,3.0,3,,2002,23,M,single,1,medical,1,,2,2,2
1086,1087,No,5,manager,general,15943.72,191324.62,11,2,1,246.7475,1973.98,41453.67,Full Time,No,non-travel,26,No,4,3,3,3.0,3,3.0,1976,49,F,married,4,other,3,27.0,5,1,0
1087,1088,No,2,manufacturing director,research & development,4492.84,53914.11,13,2,0,69.5325,556.26,11681.39,Part Time,No,non-travel,4,Yes,1,3,3,3.0,4,1.0,1984,41,F,nan,3,medical,0,,9,3,8
1088,1089,No,3,manufacturing director,research & development,8339.32,100071.84,15,2,0,129.06125,1032.49,21682.23,Part Time,,non-travel,16,Yes,3,3,4,not rated,4,2.0,1983,42,F,nan,3,other,6,18.0,4,3,3
1089,1090,No,4,manager,general,12668.33,152020.0,25,3,1,196.0575,1568.46,32937.67,Full Time,No,travel_frequently,4,Yes,3,2,4,4.0,2,3.0,1975,50,M,nan,5,other,2,,2,2,2
1090,1091,Yes,2,sales executive,sales,4492.84,53914.11,14,2,2,69.5325,556.26,11681.39,Part Time,Yes,non-travel,10,No,1,1,4,3.0,4,2.0,1988,37,M,nan,2,medical,6,,2,2,2
1091,1092,No,1,research scientist,research & development,2342.59,28111.13,17,0,0,36.255,290.04,6090.75,Part Time,,travel_rarely,8,No,2,4,3,3.0,1,3.0,1996,29,F,nan,3,medical,7,5.0,3,0,2
1092,1093,No,1,research scientist,research & development,2150.0,25800.0,13,0,0,33.27375,266.19,5590.0,Part Time,No,non-travel,2,Yes,4,3,4,3.0,3,2.0,1996,29,M,single,3,medical,2,,4,1,2
1093,1094,Yes,1,laboratory technician,research & development,1805.0,21660.0,14,3,0,27.935,223.48,4693.0,Part Time,Yes,travel_rarely,7,Yes,1,3,1,3.0,2,1.0,1983,42,M,nan,3,other,3,10.0,4,0,3
1094,1095,No,2,sales executive,sales,4492.84,53914.11,11,2,0,69.5325,556.26,11681.39,Part Time,No,non-travel,10,Yes,3,2,3,3.0,3,3.0,1994,31,M,single,3,other,9,,5,1,4
1095,1096,No,3,healthcare representative,research & development,8339.32,100071.84,12,6,2,129.06125,1032.49,21682.23,Part Time,No,non-travel,5,Yes,2,3,1,not rated,3,3.0,1987,38,F,married,4,life sciences,4,9.0,3,0,2
1096,1097,No,4,research director,research & development,12783.92,153407.07,16,2,2,197.84625,1582.77,33238.2,Full Time,,travel_rarely,22,Yes,1,3,2,3.0,2,3.0,1974,51,F,married,4,other,3,27.0,4,1,2
1097,1098,No,1,sales representative,sales,2342.59,28111.13,19,3,0,36.255,290.04,6090.75,Part Time,,travel_rarely,13,Yes,3,3,3,3.0,1,3.0,2003,22,F,single,3,medical,1,2.0,2,2,2
1098,1099,No,2,manufacturing director,research & development,3645.0,43740.0,15,6,0,56.41125,451.29,9477.0,Part Time,,non-travel,1,Yes,4,2,3,3.0,3,3.0,1987,38,F,nan,4,other,0,4.0,3,1,2
1099,1100,No,2,sales executive,sales,4587.5,55050.0,14,5,2,70.9975,567.98,11927.5,Full Time,,travel_rarely,2,Yes,4,3,4,3.0,3,3.0,1990,35,M,nan,4,other,1,6.0,6,0,4
1100,1101,No,1,laboratory technician,research & development,2155.83,25869.96,16,2,1,33.36375,266.91,5605.17,Full Time,,non-travel,16,Yes,4,3,1,3.0,2,2.0,1974,51,F,divorced,3,medical,4,17.0,2,2,2
1101,1102,No,4,manager,general,13310.0,159720.0,14,2,3,205.9875,1647.9,34606.0,Full Time,,travel_rarely,2,Yes,2,4,2,3.0,3,3.0,1976,49,F,nan,4,life sciences,6,29.0,3,1,2
1102,1103,No,1,sales representative,sales,2342.59,28111.08,11,3,0,36.255,290.04,6090.75,Full Time,No,travel_rarely,9,Yes,4,3,1,3.0,1,3.0,2003,22,M,nan,1,other,1,,2,0,2
1103,1104,No,2,healthcare representative,research & development,4492.84,53914.11,14,2,2,69.5325,556.26,11681.39,Part Time,No,travel_rarely,26,No,1,3,3,3.0,2,2.0,1987,38,M,married,4,other,6,10.0,3,0,2
1104,1105,No,1,human resources,human resources,2342.59,28111.13,18,2,3,36.255,290.04,6090.75,Part Time,Yes,travel_rarely,1,No,3,3,4,3.0,1,3.0,1979,46,F,nan,3,other,4,8.0,2,2,2
1105,1106,No,1,research scientist,research & development,2342.59,28111.13,12,1,1,36.255,290.04,6090.75,Part Time,No,non-travel,12,Yes,1,2,2,not rated,4,3.0,1968,57,M,divorced,3,technical degree,5,8.0,4,1,2
1106,1107,Yes,1,sales representative,sales,2342.59,28111.13,21,2,1,36.255,290.04,6090.75,Part Time,Yes,non-travel,7,No,3,3,4,4.0,2,3.0,2000,25,M,divorced,3,life sciences,1,3.0,3,0,2
1107,1108,No,1,laboratory technician,research & development,1920.83,23050.0,15,3,3,29.7275,237.82,4994.17,Part Time,No,non-travel,17,Yes,4,1,3,3.0,3,4.0,1997,28,M,nan,4,other,1,,3,0,2
1108,1109,No,1,research scientist,research & development,2860.83,34329.96,13,3,1,44.275,354.2,7438.17,Full Time,,travel_frequently,10,Yes,1,3,3,3.0,1,2.0,1991,34,M,married,3,other,6,,5,1,3
1109,1110,No,1,laboratory technician,research & development,2897.5,34770.0,14,2,1,44.8425,358.74,7533.5,Full Time,,non-travel,2,No,2,3,3,3.0,4,4.0,1992,33,M,married,4,life sciences,1,6.0,5,0,3
1110,1111,No,2,human resources,human resources,4492.84,53914.08,19,4,1,69.5325,556.26,11681.39,Full Time,No,non-travel,4,No,3,1,2,not rated,2,3.0,1982,43,M,married,3,human resources,6,,3,1,2
1111,1112,No,1,laboratory technician,research & development,3255.83,39070.0,13,2,3,50.3875,403.1,8465.17,Full Time,No,travel_rarely,29,Yes,2,3,1,3.0,2,4.0,1999,26,M,nan,1,medical,1,6.0,6,1,2
1112,1113,Yes,2,sales executive,sales,4492.84,53914.11,13,3,3,69.5325,556.26,11681.39,Part Time,Yes,non-travel,13,Yes,2,2,1,3.0,2,3.0,1987,38,M,nan,5,marketing,5,16.0,2,2,2
1113,1114,No,1,laboratory technician,research & development,2342.59,28111.13,13,3,0,36.255,290.04,6090.75,Part Time,No,non-travel,4,No,3,3,2,3.0,3,1.0,2000,25,F,single,1,other,1,3.0,3,1,2
1114,1115,No,1,human resources,human resources,2342.59,28111.13,14,2,1,36.255,290.04,6090.75,Part Time,No,non-travel,35,No,3,3,4,3.0,4,3.0,1999,26,M,unknown,3,medical,0,3.0,2,2,1
1115,1116,Yes,1,human resources,human resources,2342.59,28111.08,11,0,1,36.255,290.04,6090.75,Full Time,No,travel_frequently,42,No,3,2,4,3.0,3,2.0,1993,32,F,divorced,3,other,6,,4,1,2
1116,1117,No,2,sales executive,sales,4492.84,53914.08,19,3,1,69.5325,556.26,11681.39,Full Time,No,non-travel,5,Yes,1,3,3,3.0,3,3.0,1992,33,M,nan,3,other,1,6.0,5,0,2
1117,1118,No,1,research scientist,research & development,2870.83,34450.0,11,5,0,44.43,355.44,7464.17,Full Time,,non-travel,48,No,4,3,4,3.0,3,2.0,1996,29,F,nan,3,other,1,6.0,6,1,4
1118,1119,Yes,1,sales representative,sales,2300.0,27600.0,13,3,0,35.595,284.76,5980.0,Part Time,,travel_rarely,9,Yes,2,1,2,3.0,3,3.0,1994,31,F,single,3,other,1,2.0,2,2,2
1119,1120,No,2,healthcare representative,research & development,5245.0,62940.0,12,5,0,81.1725,649.38,13637.0,Full Time,Yes,non-travel,1,No,4,4,3,3.0,4,4.0,1994,31,M,nan,3,other,8,10.0,3,0,2
1120,1121,No,4,manufacturing director,research & development,12783.92,153407.07,20,2,3,197.84625,1582.77,33238.2,Full Time,Yes,non-travel,31,Yes,1,2,3,4.0,4,2.0,1970,55,F,married,4,other,4,27.0,3,0,2
1121,1122,No,2,sales executive,sales,4492.84,53914.08,12,3,0,69.5325,556.26,11681.39,Full Time,No,travel_rarely,3,Yes,4,1,4,not rated,1,3.0,1989,36,F,nan,2,other,5,,2,2,2
1122,1123,No,3,manager,general,10930.0,131160.0,11,2,0,169.155,1353.24,28418.0,Full Time,No,travel_rarely,3,Yes,1,3,3,3.0,4,3.0,1972,53,F,married,3,other,2,,2,2,2
1123,1124,No,2,sales executive,sales,4492.84,53914.11,14,2,2,69.5325,556.26,11681.39,Part Time,No,travel_rarely,9,No,2,2,2,3.0,1,3.0,1986,39,M,nan,2,marketing,1,,5,0,3
1124,1125,No,2,sales executive,sales,4492.84,53914.11,15,3,0,69.5325,556.26,11681.39,Part Time,,non-travel,26,No,2,2,2,3.0,3,3.0,1977,48,M,nan,2,life sciences,8,6.0,2,2,2
1125,1126,No,1,research scientist,research & development,2342.59,28111.08,13,2,0,36.255,290.04,6090.75,Full Time,No,non-travel,9,Yes,1,3,3,3.0,3,2.0,1980,45,M,nan,3,other,4,,3,1,2
1126,1127,No,2,healthcare representative,research & development,4492.84,53914.11,12,3,0,69.5325,556.26,11681.39,Part Time,,travel_rarely,35,No,3,4,2,3.0,1,1.0,1982,43,M,single,3,other,3,,3,1,2
1127,1128,No,3,sales executive,sales,8339.32,100071.84,14,3,2,129.06125,1032.49,21682.23,Part Time,No,non-travel,7,No,1,3,1,3.0,4,3.0,1992,33,F,nan,4,other,2,9.0,3,2,2
1128,1129,No,1,research scientist,research & development,2992.5,35910.0,25,3,1,46.3125,370.5,7780.5,Full Time,No,travel_rarely,1,No,3,3,1,4.0,3,3.0,1995,30,F,nan,3,medical,1,,3,1,2
1129,1130,No,2,sales representative,sales,4504.17,54050.0,20,4,2,69.7075,557.66,11710.83,Full Time,Yes,non-travel,2,Yes,2,1,4,4.0,1,2.0,1985,40,F,nan,4,other,2,20.0,4,0,3
1130,1131,No,4,research director,research & development,12783.92,153407.07,14,3,0,197.84625,1582.77,33238.2,Full Time,,travel_frequently,15,Yes,1,3,3,3.0,2,3.0,1965,60,M,married,4,life sciences,2,23.0,2,2,2
