,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
940,57,Yes,,1973.98,no data,2,3,medical,941,4,M,,3,5, manager ,1,,15943.72,41453.67,5,Yes,13,3.0,4,,1,24.0,2,3.0,5,1,4,1968,,no data,No
941,28,No,travel_frequently,290.04,no data,1,2,life sciences,942,1,F,36.25,1,1, laboratory technician ,4,,2342.59,6090.75,3,No,14,3.0,1,Part Time,1,,2,3.0,2,2,0,1997,28111.13,no data,Yes
942,36,No,travel_rarely,290.04,no data,1,4,no data,943,2,F,,4,1, research scientist ,4,Single,2342.59,6090.75,2,No,16,3.0,3,,0,,2,3.0,4,1,3,1989,,no data,No
943,29,No,,447.98,no data,8,1,marketing,944,3,M,,3,2, sales executive ,4,Married,3618.33,9407.67,0,,19,3.0,2,Part Time,1,5.0,3,3.0,4,1,1,1996,43420.0,no data,Yes
944,37,No,travel_rarely,265.37,no data,8,4,no data,945,1,F,,3,1, sales representative ,4,,2143.33,5572.67,1,No,16,3.0,2,,1,3.0,1,2.0,3,0,2,1988,,no data,Yes
945,32,No,travel_rarely,290.04,no data,-18,3,no data,946,4,M,36.25,1,1, laboratory technician ,3,Married,2342.59,6090.75,3,No,21,,3,Part Time,2,7.0,2,3.0,2,0,2,1993,28111.13,no data,Yes
946,36,No,,670.63,no data,8,2,no data,947,3,F,,3,2, sales executive ,1,,5416.67,14083.33,5,No,17,3.0,2,,1,,1,3.0,3,1,2,1989,,no data,Yes
947,54,No,travel_rarely,324.9, research & development ,-25,4,life sciences,948,2,F,40.61,3,2, laboratory technician ,3,,2624.17,6822.83,8,,20,4.0,2,Part Time,1,9.0,3,3.0,5,1,4,1971,31490.0, laboratory technician  -  research & development ,Yes
948,35,Yes,travel_rarely,549.3,no data,16,3,marketing,949,1,F,,3,2, sales executive ,1,Single,4436.67,11535.33,5,,15,3.0,3,Part Time,0,,3,3.0,3,0,2,1990,53240.0,no data,No
949,37,No,travel_rarely,290.04, research & development ,-20,4,no data,950,2,F,36.25,4,1, research scientist ,3,Single,,6090.75,3,No,13,3.0,3,Part Time,0,7.0,0,3.0,2,2,2,1988,28111.13, research scientist  -  research & development ,No
950,30,Yes,,452.11,no data,2,4,no data,951,3,M,,3,1, research scientist ,3,Single,3651.67,9494.33,6,No,17,3.0,4,Full Time,0,5.0,3,2.0,2,2,1,1995,43820.0,no data,Yes
951,38,No,travel_rarely,290.04,no data,13,3,human resources,952,3,M,36.25,3,1, human resources ,2,Married,2342.59,6090.75,4,,13,3.0,2,Part Time,1,,2,3.0,5,0,4,1987,28111.13,no data,Yes
952,36,No,travel_frequently,263.4, research & development ,16,4,no data,953,3,F,32.93,2,1, research scientist ,4,Single,2127.5,5531.5,1,No,16,3.0,3,Part Time,0,6.0,3,3.0,5,1,3,1989,25530.0, research scientist  -  research & development ,Yes
953,36,No,,290.04,no data,3,2,no data,954,3,M,,3,1, human resources ,4,,2342.59,6090.75,0,,19,3.0,3,,1,4.0,1,1.0,3,0,2,1989,,no data,No
954,46,No,travel_rarely,612.13,no data,4,3,no data,955,4,M,76.52,3,2, healthcare representative ,2,Single,4944.17,12854.83,9,,12,3.0,4,Full Time,0,10.0,2,2.0,5,2,3,1979,59330.0,no data,Yes
955,34,No,,454.28,no data,13,4,life sciences,956,2,M,,3,2, sales executive ,4,Divorced,,9539.83,2,,11,3.0,3,Part Time,1,8.0,3,2.0,5,0,3,1991,44030.0,no data,Yes
956,55,No,,1128.11,no data,7,2,no data,957,1,F,141.01,2,3, sales executive ,4,Married,9111.67,23690.33,7,Yes,18,3.0,4,Full Time,1,35.0,3,3.0,5,0,4,1970,109340.0,no data,No
957,24,No,,556.26,no data,1,2,life sciences,958,4,M,,2,2, manufacturing director ,4,,4492.84,11681.39,6,,22,4.0,1,Part Time,2,4.0,2,1.0,2,2,2,2001,53914.11,no data,No
958,46,No,travel_rarely,290.04,no data,8,4,life sciences,959,1,M,,4,1, laboratory technician ,4,,2342.59,6090.75,2,Yes,24,4.0,3,Part Time,1,10.0,2,2.0,3,0,2,1979,28111.13,no data,No
959,37,Yes,travel_frequently,208.62,no data,25,4,life sciences,960,4,F,,3,1, research scientist ,2,Divorced,1685.0,4381.0,1,,19,3.0,1,Part Time,1,10.0,3,2.0,10,7,8,1988,20220.0,no data,Yes
960,27,No,,439.11,no data,4,1,no data,961,3,M,,2,2, sales executive ,1,,3546.67,9221.33,1,No,12,3.0,1,Part Time,0,5.0,1,4.0,5,0,3,1998,42560.0,no data,No
961,51,No,travel_rarely,369.37,no data,1,3,technical degree,962,3,F,,3,1, research scientist ,1,,2983.33,7756.67,2,No,16,3.0,2,,1,7.0,2,3.0,4,0,2,1974,,no data,No
962,26,No,non-travel,290.04,no data,-19,1,life sciences,963,1,M,,2,1, laboratory technician ,4,,2342.59,6090.75,0,,17,3.0,4,Part Time,0,,2,2.0,5,3,4,1999,28111.13,no data,No
963,40,No,travel_rarely,299.1, sales ,9,3,marketing,964,2,M,,2,1, sales representative ,2,,2415.83,6281.17,0,,19,3.0,4,Full Time,1,3.0,3,3.0,2,1,2,1985,28990.0, sales representative  -  sales ,Yes
964,31,Yes,travel_rarely,290.04,no data,1,3,medical,965,2,F,36.25,2,1, sales representative ,3,,2342.59,6090.75,6,Yes,19,3.0,3,Part Time,3,5.0,3,3.0,3,0,2,1994,28111.13,no data,No
965,45,No,travel_frequently,573.86,no data,1,3,life sciences,966,4,F,,3,2, healthcare representative ,4,Married,4635.0,12051.0,4,,13,3.0,2,,1,12.0,2,2.0,5,2,2,1980,,no data,Yes
966,30,No,travel_rarely,556.26,no data,5,4,medical,967,1,M,,3,2, sales executive ,4,Single,,11681.39,1,,14,3.0,2,Part Time,0,4.0,3,3.0,4,0,2,1995,53914.11,no data,No
967,22,Yes,travel_rarely,290.04,no data,2,3,no data,968,3,F,36.25,2,1, sales representative ,3,Single,2342.59,6090.75,1,,13,3.0,4,Part Time,0,2.0,3,2.0,2,0,2,2003,28111.13,no data,Yes
968,49,No,,290.04,no data,2,4,life sciences,969,4,F,,2,1, sales representative ,4,Single,2342.59,6090.75,1,Yes,18,3.0,1,,0,3.0,3,2.0,3,1,2,1976,,no data,Yes
969,24,Yes,travel_rarely,556.26,no data,3,1,life sciences,970,2,F,,3,2, manufacturing director ,3,Married,4492.84,11681.39,0,Yes,19,3.0,1,Part Time,1,4.0,3,4.0,3,0,2,2001,53914.11,no data,Yes
970,30,No,,245.25,no data,9,3,medical,971,3,F,,3,1, research scientist ,3,Divorced,1980.83,5150.17,5,No,18,3.0,2,Part Time,1,6.0,2,3.0,2,2,2,1995,23770.0,no data,Yes
971,41,Yes,,248.03, research & development ,6,3,medical,972,4,M,,3,1, laboratory technician ,1,Married,,5208.67,7,,21,4.0,4,Part Time,0,,2,1.0,2,2,2,1984,24040.0, laboratory technician  -  research & development ,Yes
972,35,No,travel_rarely,288.79, research & development ,1,4,no data,973,3,M,36.1,2,1, research scientist ,1,Single,2332.5,6064.5,3,,11,3.0,2,Part Time,0,,1,3.0,3,0,2,1990,27990.0, research scientist  -  research & development ,No
973,38,No,travel_rarely,290.04, research & development ,7,4,other,974,2,M,36.25,3,1, research scientist ,4,Single,2342.59,6090.75,2,,18,3.0,3,Part Time,0,8.0,6,3.0,6,0,1,1987,28111.13, research scientist  -  research & development ,Yes
974,37,No,travel_rarely,556.26,no data,-48,3,no data,975,3,F,,3,2, sales executive ,3,,4492.84,11681.39,1,,16,3.0,2,,0,5.0,3,3.0,5,1,0,1988,,no data,Yes
975,33,Yes,,290.04,no data,9,2,medical,976,3,M,,2,1, research scientist ,1,Single,,6090.75,0,Yes,22,4.0,1,Part Time,0,4.0,0,3.0,3,1,2,1992,28111.13,no data,No
976,35,No,travel_rarely,356.16,no data,13,1,life sciences,977,2,F,44.52,3,1, research scientist ,4,Single,2876.67,7479.33,3,,18,3.0,1,Full Time,0,5.0,4,3.0,3,0,2,1990,34520.0,no data,No
977,29,No,,290.02,no data,-24,4,no data,978,2,F,,3,1, laboratory technician ,2,Marreid,2342.5,6090.5,9,No,14,3.0,2,Part Time,1,4.0,2,3.0,2,2,2,1996,28110.0,no data,No
978,32,Yes,travel_rarely,290.04,no data,22,3,no data,979,1,F,36.25,3,1, research scientist ,3,Married,,6090.75,4,,11,3.0,2,Part Time,0,,2,,5,0,1,1993,28111.13,no data,Yes
979,26,No,,451.6,no data,17,1,medical,980,4,F,,2,2, manufacturing director ,3,Divorced,3647.5,9483.5,1,No,15,3.0,2,Part Time,2,5.0,6,3.0,4,3,2,1999,43770.0,no data,No
980,37,Yes,travel_rarely,290.04, research & development ,14,4,other,981,3,M,,2,1, laboratory technician ,2,Divorced,2342.59,6090.75,1,Yes,24,4.0,4,Part Time,1,5.0,2,1.0,4,0,2,1988,28111.13, laboratory technician  -  research & development ,No
981,32,Yes,,290.04,no data,5,3,no data,982,2,F,,3,1, laboratory technician ,2,,2342.59,6090.75,0,,17,3.0,1,Part Time,0,4.0,3,3.0,3,1,2,1993,28111.13,no data,Yes
982,50,No,travel_rarely,437.46, research & development ,6,3,no data,983,1,M,,2,2, healthcare representative ,3,,3533.33,9186.67,2,No,13,3.0,4,,0,19.0,0,3.0,2,2,2,1975,, healthcare representative  -  research & development ,Yes
983,43,No,travel_rarely,556.26,no data,7,2,medical,984,4,F,,3,2, manufacturing director ,3,,4492.84,11681.39,6,,14,3.0,2,,0,8.0,6,3.0,2,2,1,1982,,no data,No
984,29,No,,436.12, research & development ,2,4,no data,985,1,F,,3,2, manufacturing director ,4,,3522.5,9158.5,0,,18,3.0,2,Part Time,1,,2,,3,2,2,1996,42270.0, manufacturing director  -  research & development ,Yes
985,37,No,travel_rarely,404.13, research & development ,10,3,other,986,2,M,,3,1, laboratory technician ,4,,3264.17,8486.83,1,No,20,4.0,1,Full Time,1,3.0,4,2.0,3,1,2,1988,39170.0, laboratory technician  -  research & development ,No
986,28,Yes,non-travel,512.67,no data,29,2,medical,987,2,M,,1,2, sales executive ,1,Single,,10766.17,8,No,18,3.0,4,Part Time,0,,6,3.0,2,2,2,1997,49690.0,no data,Yes
987,35,No,non-travel,290.04, sales ,8,1,life sciences,988,2,F,,2,1, sales representative ,4,,,6090.75,0,,19,3.0,4,Part Time,0,,2,2.0,2,2,2,1990,28111.13, sales representative  -  sales ,No
988,28,Yes,,210.68,no data,2,3,life sciences,989,1,M,,3,1, research scientist ,1,Married,1701.67,4424.33,6,,14,3.0,2,Part Time,1,6.0,2,3.0,3,1,2,1997,20420.0,no data,Yes
989,40,No,travel_frequently,291.06,no data,3,4,no data,990,3,M,,3,1, research scientist ,3,,2350.83,6112.17,3,No,16,3.0,1,,1,8.0,2,3.0,2,2,2,1985,,no data,No
990,48,No,,1973.98,no data,-47,4,medical,991,4,M,,3,5, research director ,4,,,41453.67,9,No,17,3.0,4,Full Time,2,23.0,0,3.0,2,2,2,1977,191324.62,no data,Yes
991,22,Yes,,290.04,no data,9,3,marketing,992,4,F,,3,1, sales representative ,4,Single,2342.59,6090.75,1,Yes,14,3.0,2,Part Time,0,2.0,3,3.0,2,0,2,2003,28111.13,no data,Yes
992,32,No,,1027.31,no data,-20,3,other,993,2,M,,3,2, manufacturing director ,1,Marreid,8297.5,21573.5,0,,15,3.0,3,,1,7.0,1,2.0,6,0,2,1993,,no data,No
993,29,No,non-travel,290.04,no data,8,5,no data,994,1,M,,1,1, laboratory technician ,3,Married,2342.59,6090.75,1,,19,3.0,4,Part Time,3,3.0,4,,3,1,2,1996,28111.13,no data,No
994,57,No,,1032.49,no data,2,1,no data,995,4,M,,3,3, manufacturing director ,2,Married,,21682.23,3,No,18,3.0,2,Part Time,1,23.0,4,3.0,3,1,2,1968,100071.84,no data,Yes
995,35,No,travel_rarely,1032.49,no data,5,3,life sciences,996,4,M,,2,3, healthcare representative ,4,,8339.32,21682.23,4,No,15,3.0,3,,1,,2,3.0,3,1,2,1990,100071.84,no data,Yes
996,30,No,,227.71,no data,15,2,life sciences,997,1,M,,3,1, laboratory technician ,3,,1839.17,4781.83,1,No,16,3.0,4,,1,4.0,5,2.0,4,2,2,1995,22070.0,no data,Yes
997,36,No,,800.22,no data,3,1,life sciences,998,1,M,,3,2, healthcare representative ,4,,6463.33,16804.67,0,No,17,3.0,3,,0,,1,2.0,6,0,4,1989,,no data,Yes
998,35,Yes,,290.04,no data,25,3,medical,999,1,M,,2,1, research scientist ,2,Single,2342.59,6090.75,4,Yes,20,4.0,2,Part Time,0,5.0,0,3.0,2,2,2,1990,28111.13,no data,No
999,35,No,,556.26,no data,7,3,life sciences,1000,4,F,,3,2, sales executive ,2,Married,4492.84,11681.39,0,No,17,3.0,3,Part Time,1,4.0,3,3.0,3,0,2,1990,53914.11,no data,No
1000,23,No,,213.57,no data,1,1,no data,1001,4,F,,2,1, research scientist ,2,Single,,4485.0,1,Yes,11,3.0,3,Part Time,0,2.0,6,4.0,2,2,2,2002,20700.0,no data,Yes
1001,33,No,travel_frequently,287.96,no data,20,3,no data,1002,3,M,,4,1, sales representative ,4,Married,,6047.17,0,No,12,,1,,1,3.0,4,3.0,2,2,2,1992,27910.0,no data,Yes
1002,37,No,,556.26,no data,11,2,marketing,1003,4,M,,3,2, sales executive ,4,Divorced,4492.84,11681.39,1,,11,3.0,4,,1,5.0,3,3.0,5,0,2,1988,,no data,Yes
1003,36,No,,556.26,no data,2,2,no data,1004,4,M,,3,2, manufacturing director ,3,Single,4492.84,11681.39,2,No,11,3.0,4,,0,,3,,3,0,2,1989,,no data,Yes
1004,35,Yes,,848.51,no data,9,4,no data,1005,1,F,106.06,3,2, sales executive ,1,Single,,17818.67,0,,17,3.0,1,Full Time,0,6.0,3,3.0,5,0,3,1990,82240.0,no data,No
1005,33,Yes,,269.29, research & development ,15,3,medical,1006,3,M,,3,1, laboratory technician ,3,,,5655.0,1,No,12,3.0,3,Part Time,1,,5,2.0,2,2,2,1992,26100.0, laboratory technician  -  research & development ,Yes
1006,39,No,travel_rarely,591.29,no data,25,2,no data,1007,3,F,73.91,2,2, healthcare representative ,4,,4775.83,12417.17,7,No,13,3.0,3,Full Time,2,9.0,2,3.0,6,1,3,1986,57310.0,no data,Yes
1007,29,No,travel_rarely,261.96,no data,6,3,no data,1008,4,M,32.75,2,1, research scientist ,3,Married,,5501.17,1,No,13,,3,Part Time,1,4.0,0,3.0,4,2,2,1996,25390.0,no data,Yes
1008,37,No,travel_frequently,245.14,no data,4,4,other,1009,4,M,30.64,2,1, laboratory technician ,4,Married,,5148.0,1,,13,3.0,2,Part Time,1,2.0,2,4.0,2,2,2,1988,23760.0,no data,Yes
1009,58,No,,1973.98,no data,4,4,no data,1010,4,F,246.75,3,5, manager ,1,Divorced,15943.72,41453.67,4,No,13,3.0,4,Full Time,1,28.0,2,3.0,5,4,2,1967,191324.62,no data,Yes
1010,47,No,,290.04, research & development ,7,3,medical,1011,1,F,,3,1, research scientist ,3,,2342.59,6090.75,4,Yes,19,3.0,3,Part Time,1,,2,,3,0,2,1978,28111.13, research scientist  -  research & development ,Yes
1011,22,No,travel_rarely,290.04,no data,3,3,no data,1012,1,M,,2,1, laboratory technician ,3,Single,2342.59,6090.75,1,,12,3.0,1,Part Time,0,2.0,2,2.0,2,1,2,2003,28111.13,no data,Yes
1012,52,No,travel_frequently,1582.77,no data,2,3,no data,1013,4,F,,3,4, manager ,1,,12783.92,33238.2,2,No,22,4.0,3,Full Time,1,,3,,2,2,2,1973,153407.07,no data,Yes
1013,48,No,,1968.67,no data,15,2,life sciences,1014,4,M,,3,5, research director ,2,,,41342.17,5,,11,3.0,1,Full Time,1,25.0,2,3.0,4,0,3,1977,190810.0,no data,Yes
1014,34,No,,283.01,no data,13,3,other,1015,3,F,,2,1, laboratory technician ,2,Married,,5943.17,1,No,20,4.0,3,Part Time,1,2.0,2,3.0,2,2,2,1991,27430.0,no data,Yes
1015,37,No,,1032.49,no data,8,2,no data,1016,3,F,,2,3, sales executive ,4,Married,8339.32,21682.23,4,,11,3.0,2,Part Time,1,16.0,6,2.0,13,4,12,1988,100071.84,no data,No
1016,31,No,,387.94,no data,1,3,life sciences,1017,1,F,48.49,3,1, research scientist ,4,Divorced,3133.33,8146.67,1,No,15,3.0,1,Full Time,3,3.0,5,,3,1,2,1994,37600.0,no data,Yes
1017,23,Yes,travel_frequently,290.04,no data,10,2,no data,1018,1,F,,2,1, laboratory technician ,3,,2342.59,6090.75,1,,20,4.0,3,,0,2.0,2,1.0,2,2,2,2002,,no data,Yes
1018,36,No,travel_rarely,468.21,no data,2,3,marketing,1019,3,F,,3,2, sales executive ,1,,3781.67,9832.33,0,,12,3.0,4,Part Time,0,4.0,3,3.0,3,0,2,1989,45380.0,no data,Yes
1019,30,No,,290.04,no data,1,4,medical,1020,4,M,,3,1, laboratory technician ,3,Single,2342.59,6090.75,0,Yes,11,3.0,3,Part Time,0,,2,2.0,4,0,2,1995,28111.13,no data,No
1020,37,No,travel_rarely,290.04,no data,6,1,life sciences,1021,3,M,36.25,3,1, research scientist ,3,Married,2342.59,6090.75,0,Yes,14,,4,Part Time,0,4.0,3,3.0,3,2,2,1988,28111.13,no data,No
1021,30,No,travel_frequently,398.98,no data,2,3,life sciences,1022,4,M,,2,1, laboratory technician ,4,Married,,8378.5,1,,12,3.0,2,Full Time,1,,2,3.0,2,2,2,1995,38670.0,no data,No
1022,30,No,travel_rarely,214.6,no data,1,3,technical degree,1023,4,M,26.83,3,1, research scientist ,1,Single,1733.33,4506.67,2,,11,3.0,2,Part Time,0,5.0,2,2.0,3,1,2,1995,20800.0,no data,No
1023,27,No,,216.25, research & development ,1,3,medical,1024,4,F,,3,1, research scientist ,2,Single,,4541.33,1,,18,3.0,4,Part Time,0,,3,2.0,2,2,1,1998,20960.0, research scientist  -  research & development ,No
1024,60,No,,290.04,no data,23,4,life sciences,1025,1,M,,3,1, research scientist ,3,,2342.59,6090.75,1,,12,3.0,4,Part Time,2,,3,3.0,2,2,2,1965,28111.13,no data,Yes
1025,41,Yes,,402.79,no data,23,3,medical,1026,3,M,,3,1, research scientist ,1,Single,3253.33,8458.67,0,,13,3.0,1,Full Time,0,6.0,2,3.0,5,0,3,1984,39040.0,no data,No
1026,32,No,travel_rarely,477.39,no data,6,3,technical degree,1027,1,F,,2,2, laboratory technician ,4,Married,3855.83,10025.17,0,No,12,3.0,1,,1,10.0,6,3.0,9,6,7,1993,46270.0,no data,Yes
1027,52,No,,1582.77,no data,-46,3,life sciences,1028,4,F,,3,4, research director ,1,Marreid,12783.92,33238.2,4,,11,3.0,2,Full Time,0,,2,,3,1,2,1973,153407.07,no data,Yes
1028,43,No,,556.26,no data,10,2,medical,1029,3,M,69.53,1,2, sales executive ,2,Single,,11681.39,1,No,13,3.0,1,Part Time,0,19.0,4,3.0,19,11,9,1982,53914.11,no data,Yes
1029,33,Yes,,237.51,no data,1,3,no data,1030,4,F,,3,1, sales representative ,2,,1918.33,4987.67,1,Yes,11,3.0,1,Part Time,0,,2,4.0,3,2,2,1992,23020.0,no data,No
1030,46,Yes,,290.04,no data,3,3,life sciences,1031,1,M,,3,1, laboratory technician ,1,,2342.59,6090.75,4,No,12,,3,,0,10.0,4,4.0,3,1,2,1979,,no data,Yes
1031,42,No,non-travel,290.04, research & development ,16,2,no data,1032,3,M,,3,1, research scientist ,3,Divorced,2342.59,6090.75,9,No,16,3.0,2,,1,6.0,0,3.0,4,0,0,1983,, research scientist  -  research & development ,Yes
1032,27,No,travel_rarely,290.04, research & development ,19,1,medical,1033,4,M,,3,1, laboratory technician ,4,Married,2342.59,6090.75,3,,11,3.0,3,Part Time,3,,6,2.0,3,1,2,1998,28111.13, laboratory technician  -  research & development ,No
1033,42,No,travel_rarely,290.04,no data,1,4,life sciences,1034,2,M,36.25,3,1, laboratory technician ,2,,2342.59,6090.75,3,No,22,4.0,3,Part Time,1,7.0,3,3.0,4,0,3,1983,28111.13,no data,Yes
1034,53,No,travel_rarely,1582.77,no data,11,2,technical degree,1035,4,F,,2,4, manufacturing director ,2,,12783.92,33238.2,3,No,16,3.0,2,Full Time,0,,1,2.0,5,0,3,1972,153407.07,no data,Yes
1035,29,No,travel_frequently,523.2,no data,2,1,life sciences,1036,4,M,65.4,1,2, sales executive ,4,Single,,10987.17,3,No,20,4.0,2,Part Time,0,,3,3.0,6,0,0,1996,50710.0,no data,No
1036,37,Yes,,556.26,no data,18,4,marketing,1037,4,F,,3,2, sales executive ,3,Married,4492.84,11681.39,0,,18,3.0,3,Part Time,1,5.0,0,2.0,4,3,2,1988,53914.11,no data,Yes
1037,40,No,,290.04,no data,7,3,no data,1038,4,M,36.25,4,1, research scientist ,3,divorced,2342.59,6090.75,1,No,11,3.0,4,Part Time,3,4.0,2,3.0,4,0,3,1985,28111.13,no data,Yes
1038,33,Yes,,556.26,no data,22,4,no data,1039,4,M,,3,2, manufacturing director ,3,Married,,11681.39,1,,15,3.0,4,Part Time,2,10.0,3,2.0,10,6,7,1992,53914.11,no data,Yes
1039,53,No,,1093.24,no data,2,3,no data,1040,2,M,,3,3, sales executive ,2,,8830.0,22958.0,2,,11,3.0,2,,0,14.0,5,3.0,4,3,2,1972,,no data,Yes
1040,43,No,,564.06,no data,22,3,no data,1041,4,F,70.51,3,2, research scientist ,4,,4555.83,11845.17,3,,14,3.0,1,Full Time,2,12.0,4,2.0,6,3,3,1982,54670.0,no data,No
1041,34,No,,556.26,no data,2,1,marketing,1042,3,M,,3,2, sales executive ,2,Married,,11681.39,0,Yes,13,3.0,1,Part Time,3,4.0,3,2.0,3,1,2,1991,53914.11,no data,Yes
1042,27,No,travel_rarely,556.26,no data,18,1,life sciences,1043,1,M,,4,2, sales executive ,3,Married,4492.84,11681.39,2,No,11,3.0,2,,0,6.0,3,2.0,3,1,2,1998,,no data,No
1043,29,No,,595.21,no data,10,3,marketing,1044,4,F,74.4,2,2, sales executive ,4,Married,4807.5,12499.5,1,Yes,11,3.0,4,Full Time,0,,3,3.0,6,4,4,1996,57690.0,no data,Yes
1044,29,Yes,travel_rarely,247.0,no data,-22,4,life sciences,1045,4,F,,3,1, research scientist ,3,Single,1995.0,5187.0,1,Yes,13,,4,Part Time,0,8.0,2,3.0,8,7,7,1996,23940.0,no data,Yes
1045,39,No,,374.42,no data,11,3,medical,1046,1,F,,3,1, laboratory technician ,3,Single,,7862.83,4,No,18,3.0,1,Full Time,0,8.0,6,3.0,3,0,2,1986,36290.0,no data,Yes
1046,37,No,travel_frequently,965.92,no data,18,2,life sciences,1047,3,M,,3,3, manufacturing director ,4,,,20284.33,2,No,11,3.0,3,Part Time,0,10.0,2,3.0,2,2,2,1988,93620.0,no data,Yes
1047,27,No,,333.15,no data,1,3,no data,1048,1,M,,3,1, laboratory technician ,4,,2690.83,6996.17,4,No,11,3.0,2,Full Time,1,7.0,2,2.0,3,0,2,1998,32290.0,no data,Yes
1048,32,No,,556.26,no data,7,4,marketing,1049,4,F,,3,2, sales executive ,1,Divorced,,11681.39,7,No,14,3.0,2,Part Time,2,,3,3.0,3,0,2,1993,53914.11,no data,Yes
1049,33,No,,1694.33, research & development ,8,5,life sciences,1050,1,F,,3,4, research director ,2,,13685.0,35581.0,3,No,11,3.0,3,Full Time,0,,3,4.0,3,1,0,1992,164220.0, research director  -  research & development ,Yes
1050,38,No,,582.63,no data,16,4,marketing,1051,3,F,,2,2, sales executive ,1,,4705.83,12235.17,4,No,13,3.0,1,,2,11.0,3,2.0,3,0,2,1987,,no data,No
1051,27,Yes,travel_rarely,453.97,no data,9,2,no data,1052,1,M,,2,1, sales representative ,1,,,9533.33,3,No,12,3.0,1,Full Time,0,6.0,2,3.0,3,2,2,1998,44000.0,no data,Yes
1052,58,No,,213.16,no data,1,2,life sciences,1053,1,F,,3,1, research scientist ,1,,1721.67,4476.33,2,,22,4.0,4,Part Time,1,5.0,3,4.0,3,1,0,1967,20660.0,no data,Yes
1053,43,No,,290.04,no data,5,5,medical,1054,2,M,36.25,4,1, research scientist ,3,,2342.59,6090.75,2,,12,3.0,1,Part Time,0,7.0,5,,4,0,3,1982,28111.13,no data,Yes
1054,33,No,travel_rarely,290.04,no data,8,2,no data,1055,4,F,,4,1, human resources ,2,,,6090.75,9,No,18,,4,Part Time,0,8.0,3,3.0,3,0,2,1992,28111.13,no data,Yes
1055,33,Yes,travel_frequently,290.04, research & development ,2,3,life sciences,1056,2,M,,3,1, laboratory technician ,4,,,6090.75,6,,13,3.0,3,Part Time,1,7.0,2,1.0,2,2,2,1992,28111.13, laboratory technician  -  research & development ,Yes
1056,50,No,,566.02, sales ,7,3,marketing,1057,3,M,,3,2, sales executive ,1,Divorced,4571.67,11886.33,4,No,11,3.0,1,,3,,3,3.0,2,2,2,1975,, sales executive  -  sales ,No
1057,36,Yes,,290.04,no data,9,4,no data,1058,1,F,,3,1, human resources ,3,Married,2342.59,6090.75,1,No,15,3.0,4,,0,2.0,0,3.0,2,2,2,1989,,no data,No
1058,46,No,,326.24,no data,5,3,life sciences,1059,3,M,,2,1, laboratory technician ,3,Single,2635.0,6851.0,3,,14,3.0,4,,0,7.0,5,3.0,5,0,3,1979,,no data,No
1059,51,No,travel_rarely,686.21, research & development ,5,4,no data,1060,1,M,,3,2, healthcare representative ,3,Married,5542.5,14410.5,2,No,14,,2,Full Time,1,20.0,0,2.0,3,1,2,1974,66510.0, healthcare representative  -  research & development ,Yes
1060,46,No,,352.86,no data,20,3,life sciences,1061,4,M,44.11,3,1, research scientist ,2,,2850.0,7410.0,1,,13,3.0,3,Full Time,0,6.0,3,2.0,5,1,3,1979,34200.0,no data,No
1061,30,Yes,,300.13,no data,1,3,no data,1062,1,M,,3,1, sales representative ,3,Married,2424.17,6302.83,3,,15,3.0,4,Full Time,1,5.0,3,4.0,3,1,2,1995,29090.0,no data,No
1062,46,No,travel_frequently,1032.49, research & development ,2,1,no data,1063,2,M,,3,3, manufacturing director ,3,Single,8339.32,21682.23,5,,18,,2,,0,16.0,2,2.0,2,2,2,1979,, manufacturing director  -  research & development ,Yes
1063,57,No,travel_rarely,556.26,no data,4,4,life sciences,1064,4,M,,3,2, healthcare representative ,3,Married,4492.84,11681.39,0,,16,3.0,2,Part Time,0,4.0,2,3.0,3,1,2,1968,53914.11,no data,Yes
1064,30,No,travel_frequently,505.35,no data,7,3,life sciences,1065,3,M,,3,2, sales executive ,1,Single,4081.67,10612.33,0,,14,3.0,4,Part Time,0,5.0,5,3.0,4,1,3,1995,48980.0,no data,Yes
